Line,State,Line-id,line-plant,Donor,Pop,Donor_CIMMYT_ID,Donor_ID,Donor_Accession,Donor_Race,Donor_Lat,Donor_Lon,Donor_Ele,F1,BC1 (683),BC1_ALTERNATIVE,BC1S1 (650),BC1S2 (599),BC1S3 (452),BC1 S4 (414),BC1 S4 BULK1 (225),Bulk1 Weight (gr),BC1 S4 BULK2 ,Bulk2 Weight (gr),TC-T6,TC-Weight (gr)
LANDB199,Lost,,,,,,,NAYA24,,,,,RS12-68.7 x 251,B73xRS18-3390,,,,,,,,,,,
LANDB200,Lost,,,Mex_1_Mid,Hilo-mid,CIMMYTMA-019935,,,PEPITI,18.5,-98.76666667,1034,,,,,,,,,,,,,
LANDB201,Lost,,,Mex_2_Mid,Hilo-mid,CIMMYTMA-013453,,,,20.15,-101.1833333,1828,RS19-15001.1 x B73,,,,,,,,,,,,
LANDB202,Lost,,,Mex_3_Mid,Hilo-mid,CIMMYTMA-016387,,,,20.526344,-101.051197,1729,B73xRS19-1904,,,,,,,,,,,,
LANDB203A,BC1S2,LANDB203,A,Mex_4_Mid,Hilo-mid,CIMMYTMA-001479,,,TABLON,19.98333333,-102.3,1568,B73xRS19-1920.1,B73xRS20-2181,,PV21-1399.1@,CLY21-482@,,,,,,,,
LANDB203B,BC1S2,LANDB203,B,Mex_4_Mid,Hilo-mid,CIMMYTMA-001479,,,TABLON,19.98333333,-102.3,1568,B73xRS19-1920.1,B73xRS20-2181,,PV21-1399.2@,CLY21-483@,,,,,,,,
LANDB203C,BC1S2,LANDB203,C,Mex_4_Mid,Hilo-mid,CIMMYTMA-001479,,,TABLON,19.98333333,-102.3,1568,B73xRS19-1920.1,B73xRS20-2181,,PV21-1399.3@,CLY21-484@,,,,,,,,
LANDB204,Lost,,,Mex_5_Mid,Hilo-mid,CIMMYTMA-001503,,,CONNOR,22.199415,-102.310212,1930,,,,,,,,,,,,,
LANDB205A,BC1S2,LANDB205,A,Mex_6_Mid,Hilo-mid,CIMMYTMA-020244,,,BOLITA,17.060938,-96.809611,1626,B73xRS19-1895.3,B73xRS20-2182,,PV21-1400.1@,CLY21-485@,,,,,,,,
LANDB205B,BC1S2,LANDB205,B,Mex_6_Mid,Hilo-mid,CIMMYTMA-020244,,,BOLITA,17.060938,-96.809611,1626,B73xRS19-1895.3,B73xRS20-2182,,PV21-1400.2@,CLY21-486@,,,,,,,,
LANDB205C,BC1S2,LANDB205,C,Mex_6_Mid,Hilo-mid,CIMMYTMA-020244,,,BOLITA,17.060938,-96.809611,1626,B73xRS19-1895.3,B73xRS20-2182,,PV21-1400.3@,CLY21-487@,,,,,,,,
LANDB206,Lost,,,Mex_7_Mid,Hilo-mid,CIMMYTMA-018523,,,,19.469084,-102.06122,1902,,,,,,,,,,,,,
LANDB207,Lost,,,Mex_8_Mid,Hilo-mid,CIMMYTMA-021358,,,TUXPEN,19.967035,-97.597842,1500,RS19-15004.1 x B73,,,,,,,,,,,,
LANDB208,Lost,,,Mex_9_Mid,Hilo-mid,CIMMYTMA-013975,,,CHALQU,21.049644,-99.81409,1332,,,,,,,,,,,,,
LANDB209A,BC1S2,LANDB209,A,Mex_10_Mid,Hilo-mid,CIMMYTMA-000250,,,BOLITA,16.826141,-96.675921,1526,B73xRS19-1906.2,B73xRS20-2183,,PV21-1401.1@,CLY21-488@,,,,,,,,
LANDB209B,BC1S2,LANDB209,B,Mex_10_Mid,Hilo-mid,CIMMYTMA-000250,,,BOLITA,16.826141,-96.675921,1526,B73xRS19-1906.2,B73xRS20-2183,,PV21-1401.2@,CLY21-489@,,,,,,,,
LANDB209C,BC1S2,LANDB209,C,Mex_10_Mid,Hilo-mid,CIMMYTMA-000250,,,BOLITA,16.826141,-96.675921,1526,B73xRS19-1906.2,B73xRS20-2183,,PV21-1401.3@,CLY21-490@,,,,,,,,
LANDB210A,BC1S2,LANDB210,A,Mex_11_Mid,Hilo-mid,CIMMYTMA-021086,,,PERLA,29.259947,-107.423301,1861,B73xRS19-1892.1,B73xRS20-2185,,PV21-1403.1@,CLY21-494@,,,,,,,,
LANDB210B,BC1S1,LANDB210,B,Mex_11_Mid,Hilo-mid,CIMMYTMA-021086,,,PERLA,29.259947,-107.423301,1861,B73xRS19-1892.1,B73xRS20-2185,,PV21-1403.2@,,,,,,,,,
LANDB210C,BC1S1,LANDB210,C,Mex_11_Mid,Hilo-mid,CIMMYTMA-021086,,,PERLA,29.259947,-107.423301,1861,B73xRS19-1892.1,B73xRS20-2185,,PV21-1403.3@,,,,,,,,,
LANDB211A,BC1S1,LANDB211,A,Mex_12_Mid,Hilo-mid,CIMMYTMA-006939,,,REVENT,22.394537,-103.7373,1358,B73xRS19-1937.3,B73xRS20-2186,,PV21-1404.1@,,,,,,,,,
LANDB211B,BC1S1,LANDB211,B,Mex_12_Mid,Hilo-mid,CIMMYTMA-006939,,,REVENT,22.394537,-103.7373,1358,B73xRS19-1937.3,B73xRS20-2186,,PV21-1404.2@,,,,,,,,,
LANDB211C,BC1S2,LANDB211,C,Mex_12_Mid,Hilo-mid,CIMMYTMA-006939,,,REVENT,22.394537,-103.7373,1358,B73xRS19-1937.3,B73xRS20-2186,,PV21-1404.3@,CLY21-499@,,,,,,,,
LANDB212,Lost,,,Mex_13_Mid,Hilo-mid,CIMMYTMA-023931,,,TABLON,20.53333333,-104.7833333,1237,B73xRS19-1900.3,,,,,,,,,,,,
LANDB213A,BC1S1,LANDB213,A,Mex_14_Mid,Hilo-mid,CIMMYTMA-000787,,,,16.328624,-91.943308,1494,B73xRS19-1944.2,B73xRS20-2188,,PV21-1406.1@,,,,,,,,,
LANDB213B,BC1S2,LANDB213,B,Mex_14_Mid,Hilo-mid,CIMMYTMA-000787,,,,16.328624,-91.943308,1494,B73xRS19-1944.2,B73xRS20-2188,,PV21-1406.2@,CLY21-504@,,,,,,,,
LANDB213C,BC1S2,LANDB213,C,Mex_14_Mid,Hilo-mid,CIMMYTMA-000787,,,,16.328624,-91.943308,1494,B73xRS19-1944.2,B73xRS20-2188,,PV21-1406.3@,CLY21-505@,,,,,,,,
LANDB214,Lost,,,Mex_15_Mid,Hilo-mid,CIMMYTMA-019833,,,PEPITI,18.76666667,-98.98333333,1213,,,,,,,,,,,,,
LANDB215A,BC1S1,LANDB215,A,Mex_16_Mid,Hilo-mid,CIMMYTMA-006802,,,TUXPEN,28.611505,-105.97864,1425,B73xRS19-1932.3,B73xRS20-2189,,PV21-1407.1@,,,,,,,,,
LANDB215B,BC1S2,LANDB215,B,Mex_16_Mid,Hilo-mid,CIMMYTMA-006802,,,TUXPEN,28.611505,-105.97864,1425,B73xRS19-1932.3,B73xRS20-2189,,PV21-1407.2@,CLY21-507@,,,,,,,,
LANDB215C,BC1S2,LANDB215,C,Mex_16_Mid,Hilo-mid,CIMMYTMA-006802,,,TUXPEN,28.611505,-105.97864,1425,B73xRS19-1932.3,B73xRS20-2189,,PV21-1407.3@,CLY21-508@,,,,,,,,
LANDB216,Lost,,,Mex_17_Mid,Hilo-mid,CIMMYTMA-023160,,,TEPECI,17.243384,-96.196364,1084,,,,,,,,,,,,,
LANDB217,Lost,,,Mex_18_Mid,Hilo-mid,CIMMYTMA-018336,,,CELAYA,21.851035,-102.764636,1606,,,,,,,,,,,,,
LANDB218,Lost,,,Mex_19_Mid,Hilo-mid,CIMMYTMA-016004,,,CELAYA,21.36666667,-101.9166667,1873,B73xRS19-1927.1,,,,,,,,,,,,
LANDB219A,BC1S2,LANDB219,A,Mex_20_Mid,Hilo-mid,CIMMYTMA-006837,,,TABLON,28.96666667,-107.8333333,1870,B73xRS19-1918.3,B73xRS20-2191,,PV21-1409.1@,CLY21-512@,,,,,,,,
LANDB219B,BC1S1,LANDB219,B,Mex_20_Mid,Hilo-mid,CIMMYTMA-006837,,,TABLON,28.96666667,-107.8333333,1870,B73xRS19-1918.3,B73xRS20-2191,,PV21-1409.2@,,,,,,,,,
LANDB219C,BC1S2,LANDB219,C,Mex_20_Mid,Hilo-mid,CIMMYTMA-006837,,,TABLON,28.96666667,-107.8333333,1870,B73xRS19-1918.3,B73xRS20-2191,,PV21-1409.3@,CLY21-514@,,,,,,,,
LANDB220,Lost,,,Mex_21_Mid,Hilo-mid,CIMMYTMA-005843,,,OLOTON,16.233634,-97.28339,1512,B73xRS19-1899.2 [.3],,,,,,,,,,,,
LANDB221,Lost,,,Mex_22_Mid,Hilo-mid,CIMMYTMA-019828,,,CONICO,21.16666667,-102.45,1781,,,,,,,,,,,,,
LANDB222,Lost,,,Mex_23_Mid,Hilo-mid,CIMMYTMA-023645,,,,21.8,-100.9166667,1842,B73xRS19-1931.1,,,,,,,,,,,,
LANDB223,Lost,,,Mex_24_Mid,Hilo-mid,CIMMYTMA-023892,,,,20.73,-101.9,1720,RS19-1941 x B73,,,,,,,,,,,,
LANDB224,Lost,,,Mex_25_Mid,Hilo-mid,CIMMYTMA-016355,,,,20.28333333,-103.4166667,1530,B73xRS19-1943,,,,,,,,,,,,
LANDB225A,BC1S2,LANDB225,A,Mex_26_Mid,Hilo-mid,CIMMYTMA-019986,,,MUSHIT,19.08333333,-97.03333333,1486,B73xRS19-1919.1,B73xRS20-2195,,PV21-1413.1@,CLY21-518@,,,,,,,,
LANDB225B,BC1S2,LANDB225,B,Mex_26_Mid,Hilo-mid,CIMMYTMA-019986,,,MUSHIT,19.08333333,-97.03333333,1486,B73xRS19-1919.1,B73xRS20-2195,,PV21-1413.2@,CLY21-519@,,,,,,,,
LANDB225C,BC1S1,LANDB225,C,Mex_26_Mid,Hilo-mid,CIMMYTMA-019986,,,MUSHIT,19.08333333,-97.03333333,1486,B73xRS19-1919.1,B73xRS20-2195,,PV21-1413.3@,,,,,,,,,
LANDB226,Lost,,,Mex_27_Mid,Hilo-mid,CIMMYTMA-018416,,,,18.554474,-98.519476,1202,,,,,,,,,,,,,
LANDB227A,BC1S2,LANDB227,A,Mex_28_Mid,Hilo-mid,CIMMYTMA-021092,,,CELAYA,28.93333333,-107.5666667,1953,B73xRS19-1928.2,B73xRS20-2196,,PV21-1414.1@,CLY21-521@,,,,,,,,
LANDB227B,BC1S2,LANDB227,B,Mex_28_Mid,Hilo-mid,CIMMYTMA-021092,,,CELAYA,28.93333333,-107.5666667,1953,B73xRS19-1928.2,B73xRS20-2196,,PV21-1414.2@,CLY21-522@,,,,,,,,
LANDB227C,BC1S2,LANDB227,C,Mex_28_Mid,Hilo-mid,CIMMYTMA-021092,,,CELAYA,28.93333333,-107.5666667,1953,B73xRS19-1928.2,B73xRS20-2196,,PV21-1414.3@,CLY21-523@,,,,,,,,
LANDB228,Lost,,,Mex_29_Mid,Hilo-mid,CIMMYTMA-020738,,,CONNOR,24.51666667,-104.6666667,1928,B73xRS19-1938.2,,,,,,,,,,,,
LANDB229,Lost,,,Mex_30_Mid,Hilo-mid,CIMMYTMA-013828,,,CELAYA,20.66666667,-103.3333333,1563,,,,,,,,,,,,,
LANDB230,Lost,,,SA_2_Mid,Hilo-mid,CIMMYTMA-010421,,,,-12.780901,-72.619485,1112,B73xRS19-1905.1,,,,,,,,,,,,
LANDB231,Lost,,,SA_3_Mid,Hilo-mid,CIMMYTMA-007909,,,GALLIN,-3.675761,-79.675427,1236,,,,,,,,,,,,,
LANDB232,Lost,,,SA_4_Mid,Hilo-mid,CIMMYTMA-016803,,,,-16.708073,-71.881796,1248,,,,,,,,,,,,,
LANDB233,Lost,,,SA_5_Mid,Hilo-mid,CIMMYTMA-023793,,,,-5.144631,-79.017814,1501,,,,,,,,,,,,,
LANDB234,Lost,,,SA_7_Mid,Hilo-mid,CIMMYTMA-014811,,,,-15.312489,-68.317686,1006,,,,,,,,,,,,,
LANDB235,Lost,,,SA_10_Mid,Hilo-mid,CIMMYTMA-017149,,,,-19.802454,-63.949143,1185,RS19-15016.1 x B73,,,,,,,,,,,,
LANDB236,Lost,,,SA_11_Mid,Hilo-mid,CIMMYTMA-017176,,,,-16.300228,-67.449406,1681,,,,,,,,,,,,,
LANDB237A,BC1S2,LANDB237,A,SA_13_Mid,Hilo-mid,CIMMYTMA-014214,,,AYZUMA,-17.950849,-64.76701,1800,RS19-1924 x B73,B73xRS20-2201,,PV21-1417.1@,CLY21-527@,,,,,,,,
LANDB237B,BC1S1,LANDB237,B,SA_13_Mid,Hilo-mid,CIMMYTMA-014214,,,AYZUMA,-17.950849,-64.76701,1800,RS19-1924 x B73,B73xRS20-2201,,PV21-1417.2@,,,,,,,,,
LANDB237C,BC1S2,LANDB237,C,SA_13_Mid,Hilo-mid,CIMMYTMA-014214,,,AYZUMA,-17.950849,-64.76701,1800,RS19-1924 x B73,B73xRS20-2201,,PV21-1417.3@,CLY21-529@,,,,,,,,
LANDB238A,BC1S2,LANDB238,A,SA_14_Mid,Hilo-mid,CIMMYTMA-014575,,,,-5.930553,-77.237115,1000,B73xRS19-1907.2,B73xRS20-2202,,PV21-1418.1@,CLY21-530@,,,,,,,,
LANDB238B,BC1S1,LANDB238,B,SA_14_Mid,Hilo-mid,CIMMYTMA-014575,,,,-5.930553,-77.237115,1000,B73xRS19-1907.2,B73xRS20-2202,,PV21-1418.2@,,,,,,,,,
LANDB238C,BC1S1,LANDB238,C,SA_14_Mid,Hilo-mid,CIMMYTMA-014575,,,,-5.930553,-77.237115,1000,B73xRS19-1907.2,B73xRS20-2202,,PV21-1418.3@,,,,,,,,,
LANDB239,Lost,,,SA_15_Mid,Hilo-mid,CIMMYTMA-015082,,,,-18.197621,-63.875506,1676,RS19-15018.1 x B73,,,,,,,,,,,,
LANDB240,Lost,,,SA_16_Mid,Hilo-mid,CIMMYTMA-018689,,,,-18.4902,-64.090414,1978,,,,,,,,,,,,,
LANDB241,Lost,,,SA_17_Mid,Hilo-mid,CIMMYTMA-015038,,,,-22.03333333,-64.45,1104,RS19-1930.1 x B73,,,,,,,,,,,,
LANDB242A,BC1S1,LANDB242,A,SA_19_Mid,Hilo-mid,CIMMYTMA-028568,,,AM8HIL,-22.278901,-64.688876,1548,RS19-1914.1 x B73,B73xRS20-2203,,PV21-1419.1@,,,,,,,,,
LANDB242B,BC1S2,LANDB242,B,SA_19_Mid,Hilo-mid,CIMMYTMA-028568,,,AM8HIL,-22.278901,-64.688876,1548,RS19-1914.1 x B73,B73xRS20-2203,,PV21-1419.2@,CLY21-516@,,,,,,,,
LANDB242C,BC1S2,LANDB242,C,SA_19_Mid,Hilo-mid,CIMMYTMA-028568,,,AM8HIL,-22.278901,-64.688876,1548,RS19-1914.1 x B73,B73xRS20-2203,,PV21-1419.3@,CLY21-517@,,,,,,,,
LANDB243A,BC1S2,LANDB243,A,SA_20_Mid,Hilo-mid,CIMMYTMA-018195,,,MORCAJ,-6.633333333,-78.25,1730,B73xRS19-1946.2,B73xRS20-2204,,PV21-1420.1@,CLY21-536@,,,,,,,,
LANDB243B,BC1S2,LANDB243,B,SA_20_Mid,Hilo-mid,CIMMYTMA-018195,,,MORCAJ,-6.633333333,-78.25,1730,B73xRS19-1946.2,B73xRS20-2204,,PV21-1420.2@,CLY21-537@,,,,,,,,
LANDB243C,BC1S2,LANDB243,C,SA_20_Mid,Hilo-mid,CIMMYTMA-018195,,,MORCAJ,-6.633333333,-78.25,1730,B73xRS19-1946.2,B73xRS20-2204,,PV21-1420.3@,CLY21-538@,,,,,,,,
LANDB244,Lost,,,SA_21_Mid,Hilo-mid,CIMMYTMA-016944,,,,-18.478497,-63.836848,1846,,,,,,,,,,,,,
LANDB245,Lost,,,SA_22_Mid,Hilo-mid,CIMMYTMA-014567,,,,-10.56666667,-75.4,1858,,,,,,,,,,,,,
LANDB246,Lost,,,SA_23_Mid,Hilo-mid,CIMMYTMA-003170,,,COMUN,4.754947,-76.256765,1500,,,,,,,,,,,,,
LANDB247A,BC1S2,LANDB247,A,SA_24_Mid,Hilo-mid,CIMMYTMA-012388,,,,-5.32969,-79.430915,1978,RS19-1896.1 x B73,B73xRS20-2205,,PV21-1421.1@,CLY21-539@,,,,,,,,
LANDB247B,BC1S2,LANDB247,B,SA_24_Mid,Hilo-mid,CIMMYTMA-012388,,,,-5.32969,-79.430915,1978,RS19-1896.1 x B73,B73xRS20-2205,,PV21-1421.2@,CLY21-540@,,,,,,,,
LANDB247C,BC1S1,LANDB247,C,SA_24_Mid,Hilo-mid,CIMMYTMA-012388,,,,-5.32969,-79.430915,1978,RS19-1896.1 x B73,B73xRS20-2205,,PV21-1421.3@,,,,,,,,,
LANDB248A,BC1S2,LANDB248,A,SA_25_Mid,Hilo-mid,CIMMYTMA-014823,,,,-20.266687,-64.083629,1244,B73xRS19-1903.1,B73xRS20-2206,,PV21-1422.1@,CLY21-542@,,,,,,,,
LANDB248B,BC1S2,LANDB248,B,SA_25_Mid,Hilo-mid,CIMMYTMA-014823,,,,-20.266687,-64.083629,1244,B73xRS19-1903.1,B73xRS20-2206,,PV21-1422.2@,CLY21-543@,,,,,,,,
LANDB248C,BC1S2,LANDB248,C,SA_25_Mid,Hilo-mid,CIMMYTMA-014823,,,,-20.266687,-64.083629,1244,B73xRS19-1903.1,B73xRS20-2206,,PV21-1422.3@,CLY21-544@,,,,,,,,
LANDB249A,BC1S2,LANDB249,A,SA_26_Mid,Hilo-mid,CIMMYTMA-015733,,,,0.084835,-78.742855,1563,RS19-1912.1 x B73,B73xRS20-2207,,PV21-1423.1@,CLY21-545@,,,,,,,,
LANDB249B,BC1S2,LANDB249,B,SA_26_Mid,Hilo-mid,CIMMYTMA-015733,,,,0.084835,-78.742855,1563,RS19-1912.1 x B73,B73xRS20-2207,,PV21-1423.2@,CLY21-546@,,,,,,,,
LANDB249C,BC1S2,LANDB249,C,SA_26_Mid,Hilo-mid,CIMMYTMA-015733,,,,0.084835,-78.742855,1563,RS19-1912.1 x B73,B73xRS20-2207,,PV21-1423.3@,CLY21-547@,,,,,,,,
LANDB250A,BC1S2,LANDB250,A,SA_27_Mid,Hilo-mid,CIMMYTMA-017308,,,,-14.650366,-68.591021,1920,RS19-1917 x B73,B73xRS20-2208,,PV21-1424.1@,CLY21-548@,,,,,,,,
LANDB250B,BC1S2,LANDB250,B,SA_27_Mid,Hilo-mid,CIMMYTMA-017308,,,,-14.650366,-68.591021,1920,RS19-1917 x B73,B73xRS20-2208,,PV21-1424.2@,CLY21-549@,,,,,,,,
LANDB250C,BC1S2,LANDB250,C,SA_27_Mid,Hilo-mid,CIMMYTMA-017308,,,,-14.650366,-68.591021,1920,RS19-1917 x B73,B73xRS20-2208,,PV21-1424.3@,CLY21-550@,,,,,,,,
LANDB251,Lost,,,SA_28_Mid,Hilo-mid,CIMMYTMA-014878,,,,-4.258166,-79.220175,1550,RS19-15023.1 x B73,,,,,,,,,,,,
LANDB252,Lost,,,SA_29_Mid,Hilo-mid,CIMMYTMA-024489,,,CALCHA,-24.216859,-65.255424,1180,,,,,,,,,,,,,
LANDB253A,BC1S2,LANDB253,A,SA_30_Mid,Hilo-mid,CIMMYTMA-014335,,,PATILL,-21.4,-64.7,1890,RS19-1945 x B73,B73xRS20-2209,,PV21-1425.1@,CLY21-551@,,,,,,,,
LANDB253B,BC1S2,LANDB253,B,SA_30_Mid,Hilo-mid,CIMMYTMA-014335,,,PATILL,-21.4,-64.7,1890,RS19-1945 x B73,B73xRS20-2209,,PV21-1425.2@,CLY21-552@,,,,,,,,
LANDB253C,BC1S1,LANDB253,C,SA_30_Mid,Hilo-mid,CIMMYTMA-014335,,,PATILL,-21.4,-64.7,1890,RS19-1945 x B73,B73xRS20-2209,,PV21-1425.3@,,,,,,,,,
LANDB254A,BC1S1,LANDB254,A,SA_31_Mid,Hilo-mid,CIMMYTMA-015732,,,,-1.399065,-78.42646,1837,B73xRS19-1908.2,B73xRS20-2210,,PV21-1426.1@,,,,,,,,,
LANDB254B,BC1S2,LANDB254,B,SA_31_Mid,Hilo-mid,CIMMYTMA-015732,,,,-1.399065,-78.42646,1837,B73xRS19-1908.2,B73xRS20-2210,,PV21-1426.2@,CLY21-555@,,,,,,,,
LANDB254C,BC1S2,LANDB254,C,SA_31_Mid,Hilo-mid,CIMMYTMA-015732,,,,-1.399065,-78.42646,1837,B73xRS19-1908.2,B73xRS20-2210,,PV21-1426.3@,CLY21-556@,,,,,,,,
LANDB259,Lost,,,Highland Diallel,Hilo-mid,CIMMYTMA-007571,,,CACAHU,19.268596,-98.523863,2438,B73xRS18-3051.4,B73xRS19-3060.1,,,,,,,,,,,
LANDB260,Lost,,,Highland Diallel,Hilo-mid,CIMMYTMA-020943,,,ARROAM,19.28333333,-97.33333333,2514,B73 x RS18-3051.4,RS19-3059.1xB73,RS19-3059.2xB73,,,,,,,,,,
LANDB261A,Lost,,,Highland Diallel,Hilo-mid,CIMMYTMA-002233,,,PALOME,19.286184,-99.570871,2597,B73 x RS18-3052.3,B73xRS19-3061.1,,,,,,,,,,,
LANDB262,Lost,,,Highland Diallel,Hilo-mid,CIMMYTMA-016018,,,CONICO,19.299615,-99.670425,2781,B73 x RS18-143.2,,,,,,,,,,,,
LANDB263,Lost,,,Highland Diallel,Hilo-mid,CIMMYTMA-016091,,,AZUL,19.258453,-99.546269,2585,B73 x RS18-3054.2,RS19-3063.1xB73,RS19-3063.2xB73,,,,,,,,,,
LANDB264,Lost,,,Highland Diallel,Hilo-mid,CIMMYTMA-018249,,,CPUNTI,-12.144625,-75.231622,3188,B73 xRS18-145.7,,,,,,,,,,,,
LANDB265,Lost,,,Highland Diallel,Hilo-mid,CIMMYTMA-024936,,,SNJERO,-12.142229,-75.23009,3188,B73 x RS18-2385.5,RS19-3051.1xB73,RS19-3051.2xB73,,,,,,,,,,
LANDB266,Lost,,,Highland Diallel,Hilo-mid,CIMMYTMA-012831,,,GRANAD,-12.11666667,-75.26666667,3241,B73 x RS18-147.5,RS19-3058.1xB73,RS19-3058.2xB73,,,,,,,,,,
LANDB267,Lost,,,Highland Diallel,Hilo-mid,CIMMYTMA-012807,,,HUANCA,-12.284165,-74.873418,2418,B73 x RS18-3058.9,RS19-3062.1xB73,,,,,,,,,,,
LANDB268,Lost,,,Highland Diallel,Hilo-mid,CIMMYTMA-012471,,,CONMOR,-13.192147,-74.112672,3075,B73 x RS18-149.3,RS19-3048.1xB73,RS19-3048.2xB73,,,,,,,,,,
LANDB269,Lost,,,Carib_SA_Coast_1,Caribraz,CIMMYTMA-001125,,PUER 7,STCROI,18.08333333,-66.36666667,230,B73 x RS18-150.6,,,,,,,,,,,,
LANDB270,Lost,,,Carib_SA_Coast_2,Caribraz,CIMMYTMA-001303,,CUBA 79,CUBAAM,20.73333333,-76.38333333,62,,,,,,,,,,,,,
LANDB271A,BC1S2,LANDB271,A,Carib_SA_Coast_3,Caribraz,CIMMYTMA-001312,,HAIT 38,CANILL,18.55853,-74.264148,167,RS19-1753.1 x B73,B73xRS20-2214,,PV21-1426.1@,CLY21-566@,,,,,,,,
LANDB271B,BC1S1,LANDB271,B,Carib_SA_Coast_3,Caribraz,CIMMYTMA-001312,,HAIT 38,CANILL,18.55853,-74.264148,167,RS19-1753.1 x B73,B73xRS20-2214,,PV21-1426.2@,,,,,,,,,
LANDB271C,BC1S1,LANDB271,C,Carib_SA_Coast_3,Caribraz,CIMMYTMA-001312,,HAIT 38,CANILL,18.55853,-74.264148,167,RS19-1753.1 x B73,B73xRS20-2214,,PV21-1426.3@,,,,,,,,,
LANDB272,Lost,,,Carib_SA_Coast_4,Caribraz,CIMMYTMA-001315,,RDOM 270,CHANDE,19.736877,-70.928539,162,RS19-15027.1 x B73,,,,,,,,,,,,
LANDB273A,BC1S2,LANDB273,A,Carib_SA_Coast_5,Caribraz,CIMMYTMA-001326,,PUER 8,CHANDE,18.059362,-66.399305,160,RS19-1755.1 x B73,B73xRS20-2215,,PV21-1431.1@,CLY21-569@,,,,,,,,
LANDB273B,BC1S2,LANDB273,B,Carib_SA_Coast_5,Caribraz,CIMMYTMA-001326,,PUER 8,CHANDE,18.059362,-66.399305,160,RS19-1755.1 x B73,B73xRS20-2215,,PV21-1431.2@,CLY21-570@,,,,,,,,
LANDB273C,BC1S2,LANDB273,C,Carib_SA_Coast_5,Caribraz,CIMMYTMA-001326,,PUER 8,CHANDE,18.059362,-66.399305,160,RS19-1755.1 x B73,B73xRS20-2215,,PV21-1431.3@,CLY21-571@,,,,,,,,
LANDB274A,BC1S2,LANDB274,A,Carib_SA_Coast_6,Caribraz,CIMMYTMA-001334,,SCRO 4,STCROI,17.718069,-64.706515,31,RS19-1756.1 x B73,B73xRS20-2216,,PV21-1432.1@,CLY21-572@,,,,,,,,
LANDB274B,BC1S2,LANDB274,B,Carib_SA_Coast_6,Caribraz,CIMMYTMA-001334,,SCRO 4,STCROI,17.718069,-64.706515,31,RS19-1756.1 x B73,B73xRS20-2216,,PV21-1432.2@,CLY21-573@,,,,,,,,
LANDB274C,BC1S2,LANDB274,C,Carib_SA_Coast_6,Caribraz,CIMMYTMA-001334,,SCRO 4,STCROI,17.718069,-64.706515,31,RS19-1756.1 x B73,B73xRS20-2216,,PV21-1432.3@,CLY21-574@,,,,,,,,
LANDB275A,BC1S2,LANDB275,A,Carib_SA_Coast_7,Caribraz,CIMMYTMA-002428,,CUBA 166,TUSON,21.2,-76.61666667,11,RS19-1757.1 x B73,B73xRS20-2217,,PV21-1433.1@,CLY21-575@,,,,,,,,
LANDB275B,BC1S2,LANDB275,B,Carib_SA_Coast_7,Caribraz,CIMMYTMA-002428,,CUBA 166,TUSON,21.2,-76.61666667,11,RS19-1757.1 x B73,B73xRS20-2217,,PV21-1433.2@,CLY21-576@,,,,,,,,
LANDB275C,BC1S2,LANDB275,C,Carib_SA_Coast_7,Caribraz,CIMMYTMA-002428,,CUBA 166,TUSON,21.2,-76.61666667,11,RS19-1757.1 x B73,B73xRS20-2217,,PV21-1433.3@,CLY21-577@,,,,,,,,
LANDB276A,BC1S2,LANDB276,A,Carib_SA_Coast_8,Caribraz,CIMMYTMA-002438,,CUBA 11,FTCUBA,22.41666667,-83.73333333,79,RS19-1758.1 x B73,B73xRS20-2218,,PV21-1434.1@,CLY21-578@,,,,,,,,
LANDB276B,BC1S2,LANDB276,B,Carib_SA_Coast_8,Caribraz,CIMMYTMA-002438,,CUBA 11,FTCUBA,22.41666667,-83.73333333,79,RS19-1758.1 x B73,B73xRS20-2218,,PV21-1434.2@,CLY21-579@,,,,,,,,
LANDB276C,BC1S2,LANDB276,C,Carib_SA_Coast_8,Caribraz,CIMMYTMA-002438,,CUBA 11,FTCUBA,22.41666667,-83.73333333,79,RS19-1758.1 x B73,B73xRS20-2218,,PV21-1434.3@,CLY21-580@,,,,,,,,
LANDB277,Lost,,,Carib_SA_Coast_9,Caribraz,CIMMYTMA-002444,,CUBA 53,TUSON,20.9,-76.25,150,RS19-1759.1 x B73,,,,,,,,,,,,
LANDB278A,BC1S2,LANDB278,A,Carib_SA_Coast_10,Caribraz,CIMMYTMA-002445,,CUBA 63,FTCUBA,20.676748,-75.729414,20,RS19-1760.1 x B73,B73xRS20-2219,,PV21-1435.1@,CLY21-581@,,,,,,,,
LANDB278B,BC1S2,LANDB278,B,Carib_SA_Coast_10,Caribraz,CIMMYTMA-002445,,CUBA 63,FTCUBA,20.676748,-75.729414,20,RS19-1760.1 x B73,B73xRS20-2219,,PV21-1435.2@,CLY21-582@,,,,,,,,
LANDB278C,BC1S2,LANDB278,C,Carib_SA_Coast_10,Caribraz,CIMMYTMA-002445,,CUBA 63,FTCUBA,20.676748,-75.729414,20,RS19-1760.1 x B73,B73xRS20-2219,,PV21-1435.3@,CLY21-583@,,,,,,,,
LANDB279A,BC1S2,LANDB279,A,Carib_SA_Coast_11,Caribraz,CIMMYTMA-002458,,GREN 11,CANILL,12.2,-61.63,63,RS19-1761.1 x B73,B73xRS20-2222,,PV21-1436.1@,CLY21-584@,,,,,,,,
